"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action"
0,0,0,0,0,0,0,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0
0.0369866314308151,0,0,0,0,0,0,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0
0,0.132179645225692,0.00215564986469695,0,0,0,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0
0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0,0,0,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0
0,0,0,0,0.265839869969949,0,0,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0
0,0,0.0369866314308151,0,0.00704905244578762,0,0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0
0.132179645225692,0,0.0903756868295803,0,0.00215564986469695,0,0,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0
0,0.0294522037960611,0.146566819224707,0,0.0294522037960611,0,0,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0
0.265839869969949,0.27402905794014,0.245375275585239,0,0.27402905794014,0,0,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0
0,0.0369866314308151,0,0.00704905244578762,0.0369866314308151,0,0,0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0
0.00215564986469695,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0,0,0.0903756868295803,0.132179645225692,0.00215564986469695,0.0903756868295803,0
0,0.146566819224707,0,0,0,0.00782957985383566,0,0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0
0.27402905794014,0,0.265839869969949,0.27402905794014,0,0.265839869969949,0,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0
0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0.00704905244578762,0,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0
0.0903756868295803,0.132179645225692,0,0,0.132179645225692,0.00215564986469695,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0
0.146566819224707,0.00782957985383566,0.0294522037960611,0,0.00782957985383566,0.0294522037960611,0,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0
0.245375275585239,0,0,0.245375275585239,0.265839869969949,0.27402905794014,0,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0
0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0
0,0,0.0903756868295803,0,0,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0
0.00782957985383566,0,0.146566819224707,0,0,0,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0
0,0.27402905794014,0.245375275585239,0,0,0,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0
0.00704905244578762,0,0.0279730686553219,0.00704905244578762,0,0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0
0,0.0903756868295803,0.132179645225692,0,0.0903756868295803,0,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0.0903756868295803,0
0.0294522037960611,0,0,0.0294522037960611,0.146566819224707,0,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0
0,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0
0.0369866314308151,0,0,0,0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0
0,0.132179645225692,0,0,0,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0
0,0.00782957985383566,0,0.146566819224707,0,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0
0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0
0.0279730686553219,0,0,0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0
0.132179645225692,0.00215564986469695,0.0903756868295803,0,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0
0,0,0,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0
0.265839869969949,0,0,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0
0.00704905244578762,0.0369866314308151,0,0,0,0,0,0,0,0,0,0.0279730686553219
0.00215564986469695,0,0,0.00215564986469695,0,0,0,0,0,0,0,0.132179645225692
0.0294522037960611,0,0.00782957985383566,0.0294522037960611,0,0,0,0,0,0,0,0.00782957985383566
0,0.245375275585239,0.265839869969949,0.27402905794014,0,0,0,0,0,0,0,0.265839869969949
0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0,0,0,0,0,0,0.00704905244578762
0,0,0,0,0.132179645225692,0,0,0,0,0,0,0.00215564986469695
0,0.00782957985383566,0,0,0.00782957985383566,0,0,0,0,0,0,0.0294522037960611
0,0.265839869969949,0.27402905794014,0,0.265839869969949,0,0,0,0,0,0,0.27402905794014
0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0.00704905244578762,0,0,0,0,0,0,0.0369866314308151
0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0,0,0,0,0,0,0.0903756868295803
0.00782957985383566,0.0294522037960611,0,0,0,0.146566819224707,0,0,0,0,0,0.146566819224707
0,0.27402905794014,0.245375275585239,0,0,0.245375275585239,0,0,0,0,0,0.245375275585239
0,0,0.0279730686553219,0,0.0369866314308151,0.0279730686553219,0,0,0,0,0,0.0279730686553219
0.00215564986469695,0.0903756868295803,0.132179645225692,0,0.0903756868295803,0.132179645225692,0,0,0,0,0,0.132179645225692
0,0,0,0.0294522037960611,0.146566819224707,0.00782957985383566,0,0,0,0,0,0.00782957985383566
0,0.245375275585239,0,0.27402905794014,0.245375275585239,0.265839869969949,0,0,0,0,0,0.265839869969949
0,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0,0,0,0,0,0.00704905244578762
0.0903756868295803,0,0,0,0,0,0.0903756868295803,0,0,0,0,0.00215564986469695
0,0.00782957985383566,0.0294522037960611,0,0,0,0.146566819224707,0,0,0,0,0.0294522037960611
0.245375275585239,0.265839869969949,0.27402905794014,0,0,0,0.245375275585239,0,0,0,0,0.27402905794014
0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0,0,0.0279730686553219,0,0,0,0,0.0369866314308151
0.132179645225692,0,0.0903756868295803,0,0.00215564986469695,0,0.132179645225692,0,0,0,0,0.0903756868295803
0,0.0294522037960611,0.146566819224707,0,0.0294522037960611,0,0.00782957985383566,0,0,0,0,0.146566819224707
0.265839869969949,0.27402905794014,0.245375275585239,0,0.27402905794014,0,0.265839869969949,0,0,0,0,0.245375275585239
0.00704905244578762,0,0,0.00704905244578762,0.0369866314308151,0,0.00704905244578762,0,0,0,0,0.0279730686553219
0,0.0903756868295803,0,0.00215564986469695,0.0903756868295803,0,0.00215564986469695,0,0,0,0,0.132179645225692
0,0,0.00782957985383566,0,0,0.00782957985383566,0.0294522037960611,0,0,0,0,0.00782957985383566
0.27402905794014,0.245375275585239,0.265839869969949,0,0,0.265839869969949,0.27402905794014,0,0,0,0,0.265839869969949
0,0,0,0,0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0,0,0,0.00704905244578762
0.0903756868295803,0.132179645225692,0,0.0903756868295803,0.132179645225692,0.00215564986469695,0.0903756868295803,0,0,0,0,0.00215564986469695
0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0,0,0,0,0.0294522037960611
0,0,0,0,0,0,0,0.265839869969949,0,0,0,0.27402905794014
0,0.00704905244578762,0,0,0,0,0,0.00704905244578762,0,0,0,0.0369866314308151
0.132179645225692,0,0,0.132179645225692,0,0,0,0.00215564986469695,0,0,0,0.0903756868295803
0,0.0294522037960611,0.146566819224707,0.00782957985383566,0,0,0,0.0294522037960611,0,0,0,0.146566819224707
0.265839869969949,0,0,0,0.27402905794014,0,0,0.27402905794014,0,0,0,0.245375275585239
0.00704905244578762,0.0369866314308151,0,0,0.0369866314308151,0,0,0.0369866314308151,0,0,0,0.0279730686553219
0,0,0.132179645225692,0,0.0903756868295803,0,0,0.0903756868295803,0,0,0,0.132179645225692
0.0294522037960611,0,0.00782957985383566,0,0.146566819224707,0,0,0.146566819224707,0,0,0,0.00782957985383566
0.27402905794014,0.245375275585239,0.265839869969949,0,0.245375275585239,0,0,0.245375275585239,0,0,0,0.265839869969949
0,0,0,0.0369866314308151,0.0279730686553219,0,0,0.0279730686553219,0,0,0,0.00704905244578762
0.0903756868295803,0,0,0.0903756868295803,0.132179645225692,0,0,0.132179645225692,0,0,0,0.00215564986469695
0,0.00782957985383566,0,0.146566819224707,0.00782957985383566,0,0,0.00782957985383566,0,0,0,0.0294522037960611
0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0,0,0.265839869969949,0,0,0,0.27402905794014
0.0279730686553219,0,0,0,0,0.0369866314308151,0,0.00704905244578762,0,0,0,0.0369866314308151
0,0.00215564986469695,0,0,0,0.0903756868295803,0,0.00215564986469695,0,0,0,0.0903756868295803
0.00782957985383566,0.0294522037960611,0.146566819224707,0,0,0.146566819224707,0,0.0294522037960611,0,0,0,0.146566819224707
0,0.27402905794014,0,0.265839869969949,0,0.245375275585239,0,0.27402905794014,0,0,0,0.245375275585239
0,0,0.0279730686553219,0.00704905244578762,0,0.0279730686553219,0,0.0369866314308151,0,0,0,0.0279730686553219
0,0.0903756868295803,0,0,0.0903756868295803,0.132179645225692,0,0.0903756868295803,0,0,0,0.132179645225692
0,0,0.00782957985383566,0,0.146566819224707,0.00782957985383566,0,0.146566819224707,0,0,0,0.00782957985383566
0.27402905794014,0,0.265839869969949,0,0.245375275585239,0.265839869969949,0,0.245375275585239,0,0,0,0.265839869969949
0,0.0279730686553219,0.00704905244578762,0,0.0279730686553219,0.00704905244578762,0,0.0279730686553219,0,0,0,0.00704905244578762
0,0.132179645225692,0,0.0903756868295803,0.132179645225692,0.00215564986469695,0,0.132179645225692,0,0,0,0.00215564986469695
0,0,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0,0.00782957985383566,0,0,0,0.0294522037960611
0,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0,0.265839869969949,0,0,0,0.27402905794014
0,0,0,0,0,0,0.0279730686553219,0.00704905244578762,0,0,0,0.0369866314308151
0.132179645225692,0.00215564986469695,0,0,0,0,0.132179645225692,0.00215564986469695,0,0,0,0.0903756868295803
0.00782957985383566,0,0,0.00782957985383566,0,0,0.00782957985383566,0.0294522037960611,0,0,0,0.146566819224707
0.265839869969949,0,0.245375275585239,0.265839869969949,0,0,0.265839869969949,0.27402905794014,0,0,0,0.245375275585239
0,0,0,0,0.0369866314308151,0,0.00704905244578762,0.0369866314308151,0,0,0,0.0279730686553219
0.00215564986469695,0,0.132179645225692,0,0.0903756868295803,0,0.00215564986469695,0.0903756868295803,0,0,0,0.132179645225692
0.0294522037960611,0.146566819224707,0.00782957985383566,0,0.146566819224707,0,0.0294522037960611,0.146566819224707,0,0,0,0.00782957985383566
0,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0,0.27402905794014,0.245375275585239,0,0,0,0.265839869969949
0.0369866314308151,0.0279730686553219,0.00704905244578762,0,0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0,0,0,0.00704905244578762
0.0903756868295803,0,0.00215564986469695,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0,0,0,0.00215564986469695
0.146566819224707,0.00782957985383566,0.0294522037960611,0,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0,0,0,0.0294522037960611
0,0,0,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0,0,0,0.27402905794014
0.0279730686553219,0,0,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0,0,0,0.0369866314308151
0,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0,0,0,0.0903756868295803
0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0,0,0,0.146566819224707
0.265839869969949,0,0.245375275585239,0,0,0,0,0,0.245375275585239,0,0,0.245375275585239
0.00704905244578762,0,0,0.00704905244578762,0,0,0,0,0.0279730686553219,0,0,0.0279730686553219
0,0,0,0,0.0903756868295803,0,0,0,0.132179645225692,0,0,0.132179645225692
0.0294522037960611,0,0,0,0.146566819224707,0,0,0,0.00782957985383566,0,0,0.00782957985383566
0.27402905794014,0.245375275585239,0,0.27402905794014,0.245375275585239,0,0,0,0.265839869969949,0,0,0.265839869969949
0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0,0,0,0.00704905244578762,0,0,0.00704905244578762
0.0903756868295803,0.132179645225692,0,0,0,0.00215564986469695,0,0,0.00215564986469695,0,0,0.00215564986469695
0.146566819224707,0.00782957985383566,0.0294522037960611,0,0,0.0294522037960611,0,0,0.0294522037960611,0,0,0.0294522037960611
0.245375275585239,0,0.27402905794014,0,0.265839869969949,0.27402905794014,0,0,0.27402905794014,0,0,0.27402905794014
0,0,0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0,0.0369866314308151,0,0,0.0369866314308151
0,0,0,0,0,0,0.132179645225692,0,0.0903756868295803,0,0,0.0903756868295803
0,0,0.146566819224707,0,0.0294522037960611,0,0.00782957985383566,0,0.146566819224707,0,0,0.146566819224707
0,0.27402905794014,0.245375275585239,0,0.27402905794014,0,0.265839869969949,0,0.245375275585239,0,0,0.245375275585239
0.00704905244578762,0.0369866314308151,0.0279730686553219,0,0.0369866314308151,0,0.00704905244578762,0,0.0279730686553219,0,0,0.0279730686553219
0,0.0903756868295803,0,0.00215564986469695,0.0903756868295803,0,0.00215564986469695,0,0.132179645225692,0,0,0.132179645225692
0.0294522037960611,0.146566819224707,0,0.0294522037960611,0.146566819224707,0,0.0294522037960611,0,0.00782957985383566,0,0,0.00782957985383566
0,0,0.265839869969949,0.27402905794014,0.245375275585239,0,0.27402905794014,0,0.265839869969949,0,0,0.265839869969949
0.0369866314308151,0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0,0.0369866314308151,0,0.00704905244578762,0,0,0.00704905244578762
0.0903756868295803,0.132179645225692,0,0,0,0.00215564986469695,0.0903756868295803,0,0.00215564986469695,0,0,0.00215564986469695
0.146566819224707,0,0,0,0.00782957985383566,0.0294522037960611,0.146566819224707,0,0.0294522037960611,0,0,0.0294522037960611
0.245375275585239,0.265839869969949,0,0,0.265839869969949,0.27402905794014,0.245375275585239,0,0.27402905794014,0,0,0.27402905794014
0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0.00704905244578762,0.0369866314308151,0.0279730686553219,0,0.0369866314308151,0,0,0.0369866314308151
0,0,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0,0.0903756868295803,0,0,0.0903756868295803
0.00782957985383566,0,0,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0,0.146566819224707,0,0,0.146566819224707
0,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0,0.245375275585239,0,0,0.245375275585239
0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0,0.0279730686553219,0,0,0.0279730686553219
0,0,0,0,0,0,0,0.0903756868295803,0.132179645225692,0,0,0.132179645225692
0.0294522037960611,0,0,0,0,0,0,0.146566819224707,0.00782957985383566,0,0,0.00782957985383566
0.27402905794014,0,0,0.27402905794014,0,0,0,0.245375275585239,0.265839869969949,0,0,0.265839869969949
0.0369866314308151,0.0279730686553219,0,0.0369866314308151,0,0,0,0.0279730686553219,0.00704905244578762,0,0,0.00704905244578762
0.0903756868295803,0.132179645225692,0,0.0903756868295803,0.132179645225692,0,0,0.132179645225692,0.00215564986469695,0,0,0.00215564986469695
0.146566819224707,0,0.0294522037960611,0.146566819224707,0.00782957985383566,0,0,0.00782957985383566,0.0294522037960611,0,0,0.0294522037960611
0,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0,0,0.265839869969949,0.27402905794014,0,0,0.27402905794014
0,0,0,0,0,0.0369866314308151,0,0.00704905244578762,0.0369866314308151,0,0,0.0369866314308151
0,0,0.0903756868295803,0,0,0.0903756868295803,0,0.00215564986469695,0.0903756868295803,0,0,0.0903756868295803
0,0.0294522037960611,0.146566819224707,0,0,0.146566819224707,0,0.0294522037960611,0.146566819224707,0,0,0.146566819224707
0.265839869969949,0.27402905794014,0.245375275585239,0,0,0.245375275585239,0,0.27402905794014,0.245375275585239,0,0,0.245375275585239
0,0.0369866314308151,0,0,0.0369866314308151,0.0279730686553219,0,0.0369866314308151,0.0279730686553219,0,0,0.0279730686553219
0.00215564986469695,0,0.132179645225692,0,0.0903756868295803,0.132179645225692,0,0.0903756868295803,0.132179645225692,0,0,0.132179645225692
0.0294522037960611,0,0,0.0294522037960611,0.146566819224707,0.00782957985383566,0,0.146566819224707,0.00782957985383566,0,0,0.00782957985383566
0,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0,0.245375275585239,0.265839869969949,0,0,0.265839869969949
0,0,0.00704905244578762,0,0,0,0.0369866314308151,0.0279730686553219,0.00704905244578762,0,0,0.00704905244578762
0.0903756868295803,0.132179645225692,0,0.0903756868295803,0,0,0.0903756868295803,0.132179645225692,0.00215564986469695,0,0,0.00215564986469695
0,0.00782957985383566,0,0,0.00782957985383566,0,0.146566819224707,0.00782957985383566,0.0294522037960611,0,0,0.0294522037960611
0.245375275585239,0.265839869969949,0,0,0.265839869969949,0,0.245375275585239,0.265839869969949,0.27402905794014,0,0,0.27402905794014
0.0279730686553219,0,0,0.0279730686553219,0.00704905244578762,0,0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0,0.0369866314308151
0.132179645225692,0,0.0903756868295803,0.132179645225692,0.00215564986469695,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0,0,0.0903756868295803
0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0,0.00782957985383566,0.0294522037960611,0.146566819224707,0,0,0.146566819224707
0,0,0.245375275585239,0,0,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0,0,0.245375275585239
0.00704905244578762,0,0,0.00704905244578762,0,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0,0,0.0279730686553219
0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0,0,0.132179645225692
0.0294522037960611,0,0,0,0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0,0,0.00782957985383566
0,0.245375275585239,0.265839869969949,0,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0,0,0.265839869969949
0.0369866314308151,0.0279730686553219,0.00704905244578762,0,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0,0,0.00704905244578762
0,0,0,0.0903756868295803,0.132179645225692,0.00215564986469695,0.0903756868295803,0.132179645225692,0.00215564986469695,0,0,0.00215564986469695
0,0.00782957985383566,0,0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0.00782957985383566,0.0294522037960611,0,0,0.0294522037960611
0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0.27402905794014,0,0,0.27402905794014
0.0279730686553219,0,0,0,0,0,0,0,0,0.0279730686553219,0,0.0369866314308151
0.132179645225692,0.00215564986469695,0,0,0,0,0,0,0,0.132179645225692,0,0.0903756868295803
0.00782957985383566,0,0.146566819224707,0,0,0,0,0,0,0.00782957985383566,0,0.146566819224707
0.265839869969949,0,0.245375275585239,0.265839869969949,0,0,0,0,0,0.265839869969949,0,0.245375275585239
0,0.0369866314308151,0,0.00704905244578762,0.0369866314308151,0,0,0,0,0.00704905244578762,0,0.0279730686553219
0,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0,0,0,0,0.00215564986469695,0,0.132179645225692
0,0.146566819224707,0,0,0,0.00782957985383566,0,0,0,0.0294522037960611,0,0.00782957985383566
0.27402905794014,0.245375275585239,0.265839869969949,0,0,0.265839869969949,0,0,0,0.27402905794014,0,0.265839869969949
0,0,0,0.0369866314308151,0,0.00704905244578762,0,0,0,0.0369866314308151,0,0.00704905244578762
0,0.132179645225692,0,0.0903756868295803,0,0.00215564986469695,0,0,0,0.0903756868295803,0,0.00215564986469695
0,0.00782957985383566,0.0294522037960611,0.146566819224707,0,0.0294522037960611,0,0,0,0.146566819224707,0,0.0294522037960611
0,0.265839869969949,0.27402905794014,0,0.265839869969949,0.27402905794014,0,0,0,0.245375275585239,0,0.27402905794014
0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0.00704905244578762,0.0369866314308151,0,0,0,0.0279730686553219,0,0.0369866314308151
0.132179645225692,0,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0,0,0,0.132179645225692,0,0.0903756868295803
0,0.0294522037960611,0,0.00782957985383566,0.0294522037960611,0.146566819224707,0,0,0,0.00782957985383566,0,0.146566819224707
0.265839869969949,0.27402905794014,0,0.265839869969949,0.27402905794014,0.245375275585239,0,0,0,0.265839869969949,0,0.245375275585239
0,0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0,0,0,0.00704905244578762,0,0.0279730686553219
0,0.0903756868295803,0,0,0,0,0.00215564986469695,0,0,0.00215564986469695,0,0.132179645225692
0.0294522037960611,0.146566819224707,0.00782957985383566,0,0,0,0.0294522037960611,0,0,0.0294522037960611,0,0.00782957985383566
0,0.245375275585239,0,0.27402905794014,0,0,0.27402905794014,0,0,0.27402905794014,0,0.265839869969949
0.0369866314308151,0.0279730686553219,0,0.0369866314308151,0,0,0.0369866314308151,0,0,0.0369866314308151,0,0.00704905244578762
0.0903756868295803,0.132179645225692,0.00215564986469695,0.0903756868295803,0,0,0.0903756868295803,0,0,0.0903756868295803,0,0.00215564986469695
0,0,0.0294522037960611,0,0.00782957985383566,0,0.146566819224707,0,0,0.146566819224707,0,0.0294522037960611
0.245375275585239,0.265839869969949,0,0.245375275585239,0.265839869969949,0,0.245375275585239,0,0,0.245375275585239,0,0.27402905794014
0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0.00704905244578762,0,0.0279730686553219,0,0,0.0279730686553219,0,0.0369866314308151
0,0,0,0,0,0.0903756868295803,0.132179645225692,0,0,0.132179645225692,0,0.0903756868295803
0,0.0294522037960611,0,0,0,0.146566819224707,0.00782957985383566,0,0,0.00782957985383566,0,0.146566819224707
0,0,0.245375275585239,0,0,0.245375275585239,0.265839869969949,0,0,0.265839869969949,0,0.245375275585239
0.00704905244578762,0,0.0279730686553219,0,0,0.0279730686553219,0.00704905244578762,0,0,0.00704905244578762,0,0.0279730686553219
0,0.0903756868295803,0,0.00215564986469695,0,0.132179645225692,0.00215564986469695,0,0,0.00215564986469695,0,0.132179645225692
0,0,0.00782957985383566,0.0294522037960611,0,0.00782957985383566,0.0294522037960611,0,0,0.0294522037960611,0,0.00782957985383566
0.27402905794014,0,0.265839869969949,0.27402905794014,0,0.265839869969949,0.27402905794014,0,0,0.27402905794014,0,0.265839869969949
0,0.0279730686553219,0,0,0.0279730686553219,0.00704905244578762,0.0369866314308151,0,0,0.0369866314308151,0,0.00704905244578762
0.0903756868295803,0,0.00215564986469695,0,0.132179645225692,0.00215564986469695,0.0903756868295803,0,0,0.0903756868295803,0,0.00215564986469695
0.146566819224707,0,0,0.146566819224707,0.00782957985383566,0.0294522037960611,0.146566819224707,0,0,0.146566819224707,0,0.0294522037960611
0,0,0,0,0,0,0,0.265839869969949,0,0.245375275585239,0,0.27402905794014
0,0,0.0369866314308151,0,0,0,0,0.00704905244578762,0,0.0279730686553219,0,0.0369866314308151
0,0.00215564986469695,0.0903756868295803,0,0,0,0,0.00215564986469695,0,0.132179645225692,0,0.0903756868295803
0,0,0,0.00782957985383566,0,0,0,0.0294522037960611,0,0.00782957985383566,0,0.146566819224707
0,0.27402905794014,0,0.265839869969949,0,0,0,0.27402905794014,0,0.265839869969949,0,0.245375275585239
0.00704905244578762,0,0.0279730686553219,0.00704905244578762,0,0,0,0.0369866314308151,0,0.00704905244578762,0,0.0279730686553219
0,0.0903756868295803,0,0,0.0903756868295803,0,0,0.0903756868295803,0,0.00215564986469695,0,0.132179645225692
0.0294522037960611,0.146566819224707,0,0,0.146566819224707,0,0,0.146566819224707,0,0.0294522037960611,0,0.00782957985383566
0,0,0.265839869969949,0,0.245375275585239,0,0,0.245375275585239,0,0.27402905794014,0,0.265839869969949
0,0.0279730686553219,0.00704905244578762,0,0.0279730686553219,0,0,0.0279730686553219,0,0.0369866314308151,0,0.00704905244578762
0,0,0,0.0903756868295803,0.132179645225692,0,0,0.132179645225692,0,0.0903756868295803,0,0.00215564986469695
0.146566819224707,0.00782957985383566,0,0.146566819224707,0.00782957985383566,0,0,0.00782957985383566,0,0.146566819224707,0,0.0294522037960611
0,0.265839869969949,0.27402905794014,0.245375275585239,0.265839869969949,0,0,0.265839869969949,0,0.245375275585239,0,0.27402905794014
0,0,0,0,0,0.0369866314308151,0,0.00704905244578762,0,0.0279730686553219,0,0.0369866314308151
0.132179645225692,0.00215564986469695,0.0903756868295803,0,0,0.0903756868295803,0,0.00215564986469695,0,0.132179645225692,0,0.0903756868295803
0,0,0.146566819224707,0.00782957985383566,0,0.146566819224707,0,0.0294522037960611,0,0.00782957985383566,0,0.146566819224707
0.265839869969949,0,0.245375275585239,0.265839869969949,0,0.245375275585239,0,0.27402905794014,0,0.265839869969949,0,0.245375275585239
0,0.0369866314308151,0.0279730686553219,0.00704905244578762,0.0369866314308151,0.0279730686553219,0,0.0369866314308151,0,0.00704905244578762,0,0.0279730686553219
0.00215564986469695,0,0,0,0,0,0.00215564986469695,0.0903756868295803,0,0.00215564986469695,0,0.132179645225692
0,0,0.00782957985383566,0,0,0,0.0294522037960611,0.146566819224707,0,0.0294522037960611,0,0.00782957985383566
0,0.245375275585239,0.265839869969949,0,0,0,0.27402905794014,0.245375275585239,0,0.27402905794014,0,0.265839869969949
0.0369866314308151,0,0.00704905244578762,0.0369866314308151,0,0,0.0369866314308151,0.0279730686553219,0,0.0369866314308151,0,0.00704905244578762
0,0.132179645225692,0,0,0.132179645225692,0,0.0903756868295803,0.132179645225692,0,0.0903756868295803,0,0.00215564986469695
0,0.00782957985383566,0.0294522037960611,0,0.00782957985383566,0,0.146566819224707,0.00782957985383566,0,0.146566819224707,0,0.0294522037960611
